;author;title;year;avgsentlen
PG4045;Herman+Melville;Omoo+Adventures;1847;28.601601384981606
PG57918;Cornelia+Meigs;Pirate+Jasper;1938;24.89067944250871
PG8424;John+Cooke;Mohun+Last;1869;20.06658857451793
PG28857;Henty;Captain+Bayley;1877;28.232638290539377
PG43005;Louis+Couperus;Inevitable;1920;20.272694589250403
PG43985;Gould+Baring;Domitia;1890;19.482702614909858
PG58004;Mrs+Marcet;Bertha+Visit;1829;38.07169021454736
PG24024;William+Stone;Downs+Life;1828;34.14586160108548
PG10658;Arnold+Bennett;Hilda+Lessways;1911;18.1171875
PG8924;George+MacDonald;Home+Again;1874;20.073690621193666
PG44818;Selma+Lagerlöf;Christ+Legends;1925;21.3788532675709
PG39802;Sir+Bashford;Tommy+Wideawake;1930;19.1143006263048
PG12828;Joseph+Fanu;Ghostly+Mysteries;1854;43.404151404151406
PG3952;Alfred+Vigny;Cinq+Mars;1829;22.468027941966685
PG58913;Thomas+Lauder;Legendary+Tales;1841;29.725360824742268
PG33403;Gertrude+Stein;Geography+Plays;1922;11.05361183637946
PG21310;George+Fenn;Featherland+Birds;1880;39.535172413793106
PG10902;Theodora+Jenness;Little+Sisters;1867;24.222906403940886
PG6448;Eugène+Sue;Mysteries+Paris;1844;22.670198961937718
PG5487;Georg+Ebers;Emperor;1880;26.944278606965174
PG36138;Cynthia+Stockley;Poppy+Story;1909;22.414952076677316
PG29322;Arthur+Zagat;When+Sleepers;1932;17.262614678899084
PG23675;Frederic+Isham;Under+Rose;1900;19.867959843457545
PG59313;Fenn;Jack+Sovereigns;1880;20.72958500669344
PG1948;Thomas+Aldrich;Story;1882;25.419525999292535
PG20569;Henry+Peterson;Dulcibel+Tale;1864;23.31835892734357
PG16726;Algernon+Blackwood;Four+Weird;1920;22.33911925425908
PG5376;Winston+Churchill;Modern+Chronicle;1910;19.904208998548622
PG43582;Edith+Lavell;Mystery+Dark;1935;14.776605298607993
PG65487;Edward+Ellis;Lightning+Terror;1879;33.41596958174905
PG38835;Ethel+Phillips;Black+Eyed;1921;20.0625
PG21487;William+Kingston;sailed+with;1857;29.383828996282528
PG7686;Edward+Lytton;Lucretia;1848;28.49348230912477
PG2722;Rider+Haggard;Morning+Star;1891;27.475573280159523
PG54867;Friedrich+Strauss;Helon+Pilgrimage;1824;21.754173989455186
PG40133;Paul+Kock;Sister+Anne;1840;23.89983305509182
PG17658;Theodore+Roberts;Harbor+Master;1925;20.964821520951887
PG1475;Honoré+Balzac;Gaudissart;1834;27.867724867724867
PG10323;Edward+Stratemeyer;Rover+Boys;1906;15.32882246010907
PG56085;Ruth+Thompson;Silver+Princess;1938;18.584462151394423
PG41212;Matthew+Hartstonge;Hallows+Adelaide;1825;39.83003300330033
PG40038;Fran+Striker;Lone+Ranger;1938;16.384555076440613
PG21737;Ballantyne;Garret+Garden;1870;25.34502587694077
PG6278;Gilbert+Parker;Money+Master;1916;25.60546875
PG5489;Georg+Ebers;Emperor;1880;28.831645569620253
PG7729;Edward+Lytton;Paul+Clifford;1848;30.416370106761565
PG7625;Edward+Lytton;Devereux;1832;29.429777436684574
PG33028;Nesbit;Maid;1906;18.679789425497827
PG16039;Emma+Southworth;Lost+Lady;1867;21.291140509120066
PG32632;James+Cooper;Condensed+schools;1830;25.051397655545536
PG21448;William+Kingston;African+Trader;1870;28.954666666666668
PG66456;Frank+Freeman;Stellar+Vengeance;1915;18.238095238095237
PG22316;Blackmore;Frida+Lover;1895;31.15837104072398
PG51085;John+Habberton;Helen+Babies;1877;26.755479785679494
PG56819;Sarah+Baker;Babes+Basket;1859;27.602564102564102
PG18655;David+Cory;Cruise+Noah;1922;15.786607799852833
PG39868;Frank+Baum;Glinda+Which;1898;24.185030218503023
PG5525;Georg+Ebers;Bride+Nile;1880;29.365957446808512
PG47764;James+Johonnot;Stories+Heroic;1887;21.227906976744187
PG42095;Matthew+Hartstonge;Hallows+Adelaide;1825;35.92091007583965
PG53826;Louise+Gibbons;Janet+Christmas;1899;20.45098039215686
PG3019;Dorothy+Richardson;Pointed+Roofs;1938;19.288594029089055
PG36329;Frederick+Palmer;Blood;1926;18.011915961116337
PG43906;Helen+Bannerman;Story+Teasing;1907;25.64516129032258
PG1467;Charles+Dickens;Some+Christmas;1851;30.674008810572687
PG63339;Mary+Shelley;Valperga+life;1823;31.048481880509303
PG7160;Mark+Twain;Prince+Pauper;1882;26.2979797979798
PG5867;Ellen+Velvin;Rataplan+Rogue;1902;37.11467324290999
PG6626;Émile+Zola;Theresa+Raquin;1881;21.832232819760332
PG13931;Maclaren+Cobban;Master+Fate;1890;24.735159817351597
PG7696;Edward+Lytton;Strange+Story;1848;31.62119725220805
PG40054;Ellen+Wallace;Margaret+Capel;1846;21.09593717992489
PG37723;Gregor+Samarow;Sceptre+Crown;1875;25.967525195968644
PG4720;Major+Richardson;Wacousta+tale;1833;36.446260525012384
PG53861;Herman+Melville;Apple+Tree;1865;23.198972309449044
PG557;Rudyard+Kipling;Puck+Pook;1906;18.45857590685177
PG34141;George+Fenn;Parson+Dumford;1857;22.3906362545018
PG40053;Ellen+Wallace;Margaret+Capel;1846;20.547850208044384
PG25954;Clara+Burnham;Opened+Shutters;1900;16.67406360424028
PG63682;Mannington+Caffyn;Yellow+Aster;1894;25.387464387464387
PG23683;Madeline+Leslie;Bertie+Home;1868;20.5176322418136
PG32610;Franz+Nabl;Long;1938;19.1640866873065
PG21474;William+Kingston;Peter+Whaler;1857;31.062474727052162
PG59529;Henty;Lost+Novel;1869;21.532478632478632
PG49143;Edward+Ellis;Hunters+Kentucky;1861;27.545998504113687
PG1975;Wilkie+Collins;Legacy+Cain;1888;17.740496244024584
PG27508;Alfred+Engelbach;King+Warrant;1878;30.36709323583181
PG33664;May+Fleming;Norine+Revenge;1875;18.96395378045717
PG40666;Cleo+Garis;Missing+Marshlands;1934;15.441781650931977
PG1710;Honoré+Balzac;Grande+Breteche;1834;25.982885085574573
PG20305;Charles+King;Marion+Faith;1898;27.36708426291402
PG1425;Honoré+Balzac;Verdugo;1834;21.44206008583691
PG31556;James+Otis;Dick+Desert;1873;30.464935064935066
PG32401;Amy+Marlowe;Girls+Hillcrest;1914;17.491012899133008
PG19896;Edward+Eggleston;Queer+Stories;1871;20.719859402460457
PG4430;George+Meredith;Evan+Harrington;1861;18.584538375973302
PG1860;Charles+Kingsley;Westward+Voyages;1855;28.792919286760274
PG12414;Henri+Barbusse;Inferno;1918;17.048298906439854
PG48685;Maxwell;Spinster+This;1934;21.624705188679247
PG4606;Charles+Reade;Never+Late;1859;18.69404929959822
PG39872;James+Hogg;Three+Perils;1822;28.496347941567066
PG7659;Edward+Lytton;What+Will;1850;22.571428571428573
PG10365;James+Cooper;Precaution+Novel;1820;35.97951127819549
PG28098;Murray;Holiday+Tales;1882;31.93896321070234
PG1235;Théophile+Gautier;Captain+Fracasse;1852;40.20533758215495
PG11022;Frances+Harper;Sowing+Reaping;1876;25.464104423495286
PG48963;Marjorie+Bowen;Viper+Milan;1923;18.24739010989011
PG36880;Mary+Hampden;Niece+Catherine;1899;22.71930693069307
PG7166;Rabindranath+Tagore;Home+World;1911;19.76752688172043
PG23383;William+Kingston;Archibald+Hughson;1857;25.260900643316656
PG7667;Edward+Lytton;What+Will;1850;27.774877650897228
PG45200;Octave+Feuillet;Romance+Poor;1866;22.069262865090405
PG1873;Honoré+Balzac;Gambara;1834;27.155555555555555
PG7652;Edward+Lytton;Kenelm+Chillingly;1848;27.333333333333332
PG52141;Percy+Westerman;Under+White;1909;20.29336663891202
PG6471;Frederick+Marryat;Children+Forest;1830;26.785457809694794
PG41317;John+Brougham;Bunsby+Papers;1855;26.64470284237726
PG44514;Gustave+Aimard;Last+Incas;1860;20.086059386009058
PG25127;Mayne+Reid;Tiger+Hunter;1862;25.10527863549478
PG21558;Frederick+Marryat;Children+Forest;1830;27.25975193241057
PG36623;Bertram+Mitford;Dorrien+Cranston;1894;21.441404164442073
PG44060;Helen+Randolph;Mystery+Carlitos;1936;16.455302787568087
PG17144;George+Viereck;House+Vampire;1933;17.33447600391773
PG26667;George+Sala;Strange+Adventures;1863;38.21193092621664
PG164;Jules+Verne;Twenty+Thousand;1876;21.054268292682927
PG64988;Kay+Boyle;Youngest+Camel;1939;25.390792291220556
PG17375;Guy+Maupassant;Works+Maupassant;1882;35.14310645724258
PG61513;William+Russell;Phantom+Death;1888;26.299913068675746
PG17559;Sarah+Hallowell;Church+Steps;1875;20.619019492025988
PG50325;James;Castle+Ehrenstein;1847;34.118899882609426
PG26772;Jesse+Bone;Question+Courage;1931;16.41021897810219
PG45260;Julia+Duncan;Doris+Force;1931;16.151364036374304
PG55219;Aleksandr+Pushkin;Prose+Tales;1828;20.592957746478874
PG3350;Eugène+Sue;Wandering+Complete;1840;23.917314679615608
PG23752;Charles+Snyder;Flaw+Sapphire;1909;26.367108966626457
PG19005;Helen+Whitney;Rose+Dawn;1920;28.68064516129032
PG58931;Thomas+Lauder;Legendary+Tales;1841;30.37
PG50334;Charles+Dickens;Pearl+Fishing;1854;26.513230970271152
PG34452;Eugène+Sue;Iron+Arrow;1840;22.512722035525684
PG34530;Robert+Bird;Infidel+Fall;1835;31.679472254559567
PG42209;Robert+Howard;Devil+Iron;1931;20.585885486018643
PG49598;Leonid+Andreyev;Little+Angel;1915;23.83421891604676
PG13878;Mary+Holmes;English+Orphans;1855;31.695352839931154
PG35248;Annie+Carr;Sherwood+Lakeview;1916;15.449463837554188
PG58046;Henry+Wood;Court+Farm;1868;18.805084745762713
PG24022;Charles+Dickens;Christmas+Carol;1851;20.0325
PG35755;Charles+Lever;Knight+Gwynne;1847;32.287206713478334
PG50188;Walter+Hackett;Invisible+Story;1920;16.549393090569563
PG29965;Charles+Diffin;Thousand+Miles;1901;18.906947261663287
PG3102;Charles+Warner;Their+Pilgrimage;1874;27.230906768837805
PG12741;Horatio+Alger;Risen+from;1874;16.512479201331114
PG41682;Logan+Smith;Youth+Parnassus;1895;24.735339906590557
PG44824;Roy+Snell;Sign+Green;1928;13.261723329425557
PG55746;Charlotte+Bury;Exclusives;1830;39.23457330415755
PG23253;Mary+Catherwood;Mothers+Honoré;1899;19.19858156028369
PG38893;Arthur+Symons;Spiritual+Adventures;1905;31.720335429769392
PG55274;Jenkins+Hains;Wind+Jammers;1899;24.13143176733781
PG1182;Sax+Rohmer;Dope;1920;17.80569362855852
PG42307;Harry+Castlemon;Frank+Woods;1864;28.99350930333189
PG32462;Howard+Browne;Warrior+Dawn;1939;19.164674634794157
PG25427;Oliver+Optic;Careless+Kate;1863;19.010309278350515
PG36858;Chatrian+Erckmann;Blockade+Phalsburg;1870;22.445185382768738
PG17854;Paul+Dunbar;Sport+Gods;1899;18.593470790378007
PG30554;Hilda+Skae;Adventure+League;1907;22.361932227829847
PG29466;Arthur+Burks;Lords+Stratosphere;1901;17.13852318259874
PG59077;Pierre+Loti;Sahara;1921;28.044552271724747
PG62026;Alice+Curtis;Yankee+Girl;1920;27.201660735468565
PG53097;Marie+Corelli;Murder+Delicia;1896;27.448838896952104
PG52289;Willis+Emerson;Vendetta+Hills;1898;19.126434583014536
PG22022;Louisa+Alcott;Aunt+Scrap;1882;31.315414152495887
PG25514;Claude+Labelle;Ranger+Boys;1922;23.02864044168392
PG62568;César+Malan;Stories+from;1823;25.123428571428573
PG39552;Mrs+Riddell;Mortomley+Estate;1870;25.88714613618975
PG767;Anne+Brontë;Agnes+Grey;1844;36.26568867155664
PG7244;Mark+Twain;Connecticut+Yankee;1882;33.363028953229396
PG56980;Jay;Holden+with;1881;27.19689646400407
PG44996;William+Scargill;Rank+Talent;1829;33.09428571428571
PG211;Henry+James;Aspern+Papers;1890;24.522106308991553
PG23997;Aleksandr+Pushkin;Eugene+Oneguine;1828;26.493392070484582
PG56426;Mrs+Loudon;Mummy+Tale;1827;27.293118521293867
PG26153;Arthur+Doyle;Last+Legions;1911;23.513243595310463
PG53580;Danilevskii;Princess+Tarakanova;1886;18.57246963562753
PG8902;George+MacDonald;Flight+Shadow;1874;20.382748678519942
PG21497;David+Cory;Little+Jack;1929;20.725596529284164
PG37453;Paul+Kock;Barber+Paris;1839;23.0821997105644
PG18789;Max+Rittenberg;Swirling+Waters;1913;10.386024305555555
PG1737;Honoré+Balzac;Facino+Cane;1834;25.014336917562723
PG36626;Bernhard+Ingemann;Childhood+King;1846;25.96072394812949
PG4910;Norman+Lindsay;Magic+Pudding;1934;26.237016052880076
PG13752;Charles+Whistler;Wulfric+Weapon;1896;27.90499869144203
PG37304;Frances+Prindle;Those+Dale;1899;21.896845267901853
PG13576;Hendrik+Conscience;Poor+Gentleman;1858;24.922955145118735
PG35670;Mayne+Reid;Quarter;1880;22.51842925999433
PG38144;Harold+Bindloss;Mistress+Bonaventure;1903;25.37089920108788
PG58002;Mrs+Marcet;Bertha+Visit;1829;39.780538302277435
PG3191;Mark+Twain;Goldsmith+Friend;1882;28.822580645161292
PG38616;Leo+Tolstoy;Where+Love;1879;20.55952380952381
PG2516;Walter+Scott;Redgauntlet+Tale;1824;35.822045152722445
PG58323;Mrs+Oliphant;Three+Brothers;1869;23.27299457177322
PG22357;Arthur+Doyle;Danger+Other;1904;20.65351812366738
PG43925;Gustave+Aimard;Prairie+Flower;1862;23.564631956912027
PG8720;Maria+Edgeworth;Tales+Novels;1832;31.06290180259675
PG45343;Clair+Blank;Adventure+Girls;1934;13.47591857000993
PG44651;James+Otis;With+Swamp;1899;22.80831058538065
PG6352;Mary+Holmes;Dora+Deane;1876;37.37646459500764
PG2310;Bret+Harte;Carquinez+Woods;1883;20.501638001638003
PG64184;Lysle+Cass;Airship+Boys;1915;22.153493699885452
PG32930;Brereton;Gallant+Grenadier;1924;23.506729081334115
PG44875;Michael+Scott;Cruise+Midge;1834;36.829268292682926
PG33872;Noel+Loomis;Nine+Time;1935;17.416842105263157
PG20280;Horace+Vachell;Hill+Romance;1905;17.711466318708204
PG4400;Talbot+Mundy;Hira+Singh;1918;20.587129840546698
PG3711;Anthony+Trollope;Relics+General;1858;24.05504587155963
PG7199;Mark+Twain;Adventures+Sawyer;1882;19.29745889387145
PG23564;William+Ainsworth;Rookwood;1834;20.19992455677103
PG49494;Burton+Harrison;Latter+Sweethearts;1861;29.223533619456365
PG42725;Janet+Aldridge;Meadow+Brook;1913;16.42696090189494
PG15238;Mary+Shelley;Mathilda;1834;35.913803496081975
PG54648;Luis+Senarens;Frank+Reade;1893;13.704250087811731
PG11409;James+Cooper;Rover+Tale;1827;30.0480111653873
PG42535;Gustave+Aimard;Tiger+Slayer;1860;20.630657416584075
PG21713;Ballantyne;Young+Trawler;1855;26.452556325823224
PG9845;James+Cooper;;1830;29.263284660544933
PG56566;Mrs+Loudon;First+Love;1830;30.387230133210842
PG65272;Samuel+White;Hunt+Pack;1930;18.67380560131796
PG31004;Samuel+Warren;Thousand+Year;1852;30.811990270424953
PG39853;Harry+French;Lance+Kanana;1892;22.51159420289855
PG21048;Jean+Webster;Just+Patty;1906;17.15777496839444
PG27395;Fred+White;Slave+Silence;1907;16.83689116055322
PG21756;Ballantyne;Philosopher+Jack;1870;25.313056954668735
PG35526;Madeline+Leslie;Cora+Doctor;1855;23.524233432245303
PG8661;Ethelwyn+Wetherald;Algonquin+Maiden;1886;25.45562130177515
PG22370;Alice+Curtis;Little+Maid;1920;23.605212355212355
PG41188;Laura+Richards;Narcissa+Road;1894;20.409591194968552
PG66375;Stendhal;Charterhouse+Parma;1822;34.48258455325593
PG53455;William+Scargill;Rank+Talent;1829;35.724313326551375
PG14714;Edna+Ferber;Half+Portions;1900;15.881246735155841
PG40338;Cuthbert+Bede;Further+Adventures;1868;29.210038188761594
PG21692;Ballantyne;Pirate+City;1874;29.81281045751634
PG38838;Ludwig+Tieck;Tales+From;1823;30.82909850330665
PG28597;Allan+Dunn;Mate;1916;16.648762157382848
PG6688;George+Eliot;Mill+Floss;1860;30.431193693693693
PG966;Thomas+Peacock;Maid+Marian;1822;31.16842105263158
