id;title;author;year-birth;year-death;year-worldcat;year-ref;language;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG53735;The Daring Twins: A Story for Young Folk;Baum, L. Frank (Lyman Frank);1856.0;1919.0;1901.0;1901;['en'];28;{'Twins -- Juvenile fiction', 'Mystery and detective stories', 'Orphans -- Juvenile fiction', 'Fraud -- Juvenile fiction'};Frank+Baum;Daring+Twins;https://www.worldcat.org/search?q=Frank+Baum+Daring+Twins&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5458;An Egyptian Princess — Volume 09;Ebers, Georg;1837.0;1898.0;1870.0;1870;['en'];1;{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'};Georg+Ebers;Egyptian+Princess;https://www.worldcat.org/search?q=Georg+Ebers+Egyptian+Princess&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22999;The Ffolliots of Redmarley;Harker, L. Allen (Lizzie Allen);1863.0;1933.0;1913.0;1913;['en'];17;{'Social classes -- Fiction', 'Mate selection -- Fiction', 'Young women -- Fiction'};Allen+Harker;Ffolliots+Redmarley;https://www.worldcat.org/search?q=Allen+Harker+Ffolliots+Redmarley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51816;The Sorceress, v. 2 of 3;Oliphant, Mrs. (Margaret);1828.0;1897.0;1893.0;1893;['en'];5;{'Fiction'};Mrs+Oliphant;Sorceress;https://www.worldcat.org/search?q=Mrs+Oliphant+Sorceress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36342;In Both Worlds;Holcombe, William H. (William Henry);1825.0;1893.0;2004.0;1869;['en'];25;{'Lazarus, of Bethany, Saint -- Fiction'};William+Holcombe;Both+Worlds;https://www.worldcat.org/search?q=William+Holcombe+Both+Worlds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3367;A Hazard of New Fortunes — Volume 2;Howells, William Dean;1837.0;1920.0;2003.0;1888;['en'];6;{'Married people -- Fiction', 'Social classes -- Fiction', 'City and town life -- Fiction', 'Middle-aged persons -- Fiction', 'New York (N.Y.) -- Fiction', 'Domestic fiction', 'Moving, Household -- Fiction'};William+Howells;Hazard+Fortunes;https://www.worldcat.org/search?q=William+Howells+Hazard+Fortunes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3239;The Puppet Crown;MacGrath, Harold;1871.0;1932.0;1901.0;1901;['en'];22;{'Imaginary places -- Fiction', 'Europe -- Fiction', 'Kings and rulers -- Fiction', 'Americans -- Europe -- Fiction', 'Adventure stories'};Harold+MacGrath;Puppet+Crown;https://www.worldcat.org/search?q=Harold+MacGrath+Puppet+Crown&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1032;The Pupil;James, Henry;1843.0;1916.0;2008.0;1890;['en'];189;{'Fiction'};Henry+James;Pupil;https://www.worldcat.org/search?q=Henry+James+Pupil&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19411;The Woman's Way;Garvice, Charles;1850.0;1920.0;1897.0;1897;['en'];13;{'Love stories', 'Young women -- Fiction', 'England -- Social life and customs -- Fiction', 'Inheritance and succession -- Fiction'};Charles+Garvice;Woman;https://www.worldcat.org/search?q=Charles+Garvice+Woman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42600;Under St Paul's: A Romance;Dowling, Richard;1846.0;1898.0;2011.0;1882;['en'];7;"{'Man-woman relationships -- Fiction', ""St. Paul's Cathedral (London, England) -- Fiction""}";Richard+Dowling;Under+Paul;https://www.worldcat.org/search?q=Richard+Dowling+Under+Paul&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2684;Five Tales;Galsworthy, John;1867.0;1933.0;1920.0;1920;['en'];115;{'Forsyte family (Fictitious characters) -- Fiction', 'England -- Social life and customs -- Fiction', 'Families -- England -- Fiction', 'Domestic fiction, English'};John+Galsworthy;Five+Tales;https://www.worldcat.org/search?q=John+Galsworthy+Five+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32965;Mothering on Perilous;Furman, Lucy S.;;;1911.0;1911;['en'];17;{'Kentucky -- Fiction', 'Teachers -- Fiction', 'Mountain life -- Fiction'};Lucy+Furman;Mothering+Perilous;https://www.worldcat.org/search?q=Lucy+Furman+Mothering+Perilous&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30344;The Fortunate Mistress (Parts 1 and 2): or a History of the Life of Mademoiselle de Beleau Known by the Name of the Lady Roxana;Defoe, Daniel;;1731.0;1895.0;1895;['en'];588;{'Mistresses -- Fiction', 'Adventure stories', 'Women -- Europe -- Fiction', 'Europe -- History -- 17th century -- Fiction', 'Picaresque literature', 'Great Britain -- History -- Charles II, 1660-1685 -- Fiction', 'Historical fiction', 'Women -- Great Britain -- Fiction'};Daniel+Defoe;Fortunate+Mistress;https://www.worldcat.org/search?q=Daniel+Defoe+Fortunate+Mistress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11151;The Lost Trail;Ellis, Edward Sylvester;1840.0;1916.0;2003.0;1888;['en'];35;{'Dime novels', 'Missionaries -- Fiction', 'Indian captivities -- Fiction', 'Minnesota -- Fiction', 'Love stories, American', 'Dakota Indians -- Fiction', 'Frontier and pioneer life -- Mississippi River Valley -- Fiction'};Edward+Ellis;Lost+Trail;https://www.worldcat.org/search?q=Edward+Ellis+Lost+Trail&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60307;Returned Empty;Barclay, Florence L. (Florence Louisa);1862.0;1921.0;1900.0;1900;['en'];14;{'Reincarnation -- Fiction'};Florence+Barclay;Returned+Empty;https://www.worldcat.org/search?q=Florence+Barclay+Returned+Empty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44581;The Stoneground Ghost Tales: Compiled from the recollections of the Reverend Roland Batchel, Vicar of the parish.;Swain, E. G. (Edmund Gill);1861.0;1938.0;1912.0;1912;['en'];49;{'English fiction -- 20th century', 'Ghost stories, English'};Swain;Stoneground+Ghost;https://www.worldcat.org/search?q=Swain+Stoneground+Ghost&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64430;Josie O'Gorman and the Meddlesome Major;Sampson, Emma Speed;1868.0;1947.0;2007.0;1918;['en'];17;{'Department stores -- Juvenile fiction', 'Young women -- Juvenile fiction', 'Detective and mystery stories', 'Theft -- Juvenile fiction', 'Women detectives -- Juvenile fiction'};Emma+Sampson;Josie+Gorman;https://www.worldcat.org/search?q=Emma+Sampson+Josie+Gorman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23487;Tonio, Son of the Sierras: A Story of the Apache War;King, Charles;1844.0;1933.0;1906.0;1906;['en'];13;{'Soldiers -- West (U.S.) -- Fiction', 'Western stories', 'Apache Indians -- Wars, 1872-1873 -- Fiction'};Charles+King;Tonio+Sierras;https://www.worldcat.org/search?q=Charles+King+Tonio+Sierras&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55582;The Orloff Couple, and Malva;Gorky, Maksim;1868.0;1936.0;1901.0;1901;['en'];8;{'Russian fiction -- Translations into English'};Maksim+Gorky;Orloff+Couple;https://www.worldcat.org/search?q=Maksim+Gorky+Orloff+Couple&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34927;The Ranch Girls and Their Great Adventure;Vandercook, Margaret;1876.0;1958.0;1911.0;1911;['en'];10;{'Friendship -- Juvenile fiction', 'Love stories', 'Family -- Fiction', 'Sisters -- Juvenile fiction'};Margaret+Vandercook;Ranch+Girls;https://www.worldcat.org/search?q=Margaret+Vandercook+Ranch+Girls&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21748;Black Ivory;Ballantyne, R. M. (Robert Michael);1825.0;1894.0;1873.0;1873;['en'];74;{'Slave trade -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Slaves -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Africa -- Juvenile fiction'};Ballantyne;Black+Ivory;https://www.worldcat.org/search?q=Ballantyne+Black+Ivory&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12417;Fishin' Jimmy;Slosson, Annie Trumbull;1838.0;1926.0;1889.0;1889;['en'];2;{'Christian life -- Fiction', 'Short stories', 'New Hampshire -- Fiction', 'Fishers -- Fiction'};Annie+Slosson;Fishin+Jimmy;https://www.worldcat.org/search?q=Annie+Slosson+Fishin+Jimmy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57470;"Captured by Apes; or, How Philip Garland Became King of Apeland";Prentice, Harry;;;1888.0;1888;['en'];4;{'Islands -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'Apes -- Juvenile fiction', 'Shipwreck survival -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Adventure stories'};Harry+Prentice;Captured+Apes;https://www.worldcat.org/search?q=Harry+Prentice+Captured+Apes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22290;'Me and Nobbles';Le Feuvre, Amy;;1929.0;1900.0;1900;['en'];17;{'Fathers and sons -- Juvenile fiction', 'Staffs (Sticks, canes, etc.) -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction'};Amy+Feuvre;Nobbles;https://www.worldcat.org/search?q=Amy+Feuvre+Nobbles&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12971;The Man in Lonely Land;Bosher, Kate Langley;1865.0;1932.0;1912.0;1912;['en'];6;{'New York (N.Y.) -- Fiction', 'Love stories'};Kate+Bosher;Lonely+Land;https://www.worldcat.org/search?q=Kate+Bosher+Lonely+Land&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42093;Morag: A Tale of the Highlands of Scotland;Rae, Janet Milne;1844.0;1933.0;2013.0;1898;['en'];8;{'Scotland -- Fiction'};Janet+Rae;Morag+Tale;https://www.worldcat.org/search?q=Janet+Rae+Morag+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36593;Fordham's Feud;Mitford, Bertram;1855.0;1914.0;;1894;['en'];14;{'Fiction'};Bertram+Mitford;Fordham+Feud;https://www.worldcat.org/search?q=Bertram+Mitford+Fordham+Feud&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60231;Virginia Dare: A Romance of the Sixteenth Century;Shackleford, E. A. B.;;;1892.0;1892;['en'];20;{'Dare, Virginia, 1587- -- Fiction'};Shackleford;Virginia+Dare;https://www.worldcat.org/search?q=Shackleford+Virginia+Dare&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25164;The Flag of Distress: A Story of the South Sea;Reid, Mayne;1818.0;1883.0;1876.0;1876;['en'];24;{'Mutiny -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Christian life -- Juvenile fiction'};Mayne+Reid;Flag+Distress;https://www.worldcat.org/search?q=Mayne+Reid+Flag+Distress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12919;A Texas Matchmaker;Adams, Andy;1859.0;1935.0;1904.0;1904;['en'];28;{'Texas -- Fiction'};Andy+Adams;Texas+Matchmaker;https://www.worldcat.org/search?q=Andy+Adams+Texas+Matchmaker&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3792;Capitola the Madcap;Southworth, Emma Dorothy Eliza Nevitte;1819.0;1899.0;1900.0;1869;['en'];13;{'Women -- United States -- Fiction'};Emma+Southworth;Capitola+Madcap;https://www.worldcat.org/search?q=Emma+Southworth+Capitola+Madcap&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32524;A Fourth Form Friendship: A School Story;Brazil, Angela;1869.0;1947.0;2003.0;1918;['en'];33;{'Friendship -- Juvenile fiction', 'Girls -- England -- Juvenile fiction', 'Schools -- England -- Juvenile fiction'};Angela+Brazil;Fourth+Form;https://www.worldcat.org/search?q=Angela+Brazil+Fourth+Form&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6715;Isobel : A Romance of the Northern Trail;Curwood, James Oliver;1878.0;1927.0;1913.0;1913;['en'];12;{'Northwest, Canadian -- Fiction'};James+Curwood;Isobel+Romance;https://www.worldcat.org/search?q=James+Curwood+Isobel+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10755;The Broken Road;Mason, A. E. W. (Alfred Edward Woodley);1865.0;1948.0;2006.0;1916;['en'];22;{'India -- Social conditions -- 20th century -- Fiction', 'India -- Social conditions -- 19th century -- Fiction', 'India -- Race relations -- Fiction', 'Colonies -- Fiction', 'India -- History -- British occupation, 1765-1947 -- Fiction', 'Imperialism -- Fiction', 'British -- India -- Fiction'};Mason;Broken+Road;https://www.worldcat.org/search?q=Mason+Broken+Road&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9063;The Penance of Magdalena and Other Tales of the California Missions;Chase, J. Smeaton (Joseph Smeaton);1864.0;1923.0;1912.0;1912;['en'];19;{'Missions -- California -- Fiction'};Smeaton+Chase;Penance+Magdalena;https://www.worldcat.org/search?q=Smeaton+Chase+Penance+Magdalena&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23125;The Love Affairs of Pixie;Vaizey, George de Horne, Mrs.;1857.0;1917.0;;1897;['en'];17;{'Ireland -- Juvenile fiction', 'Young women -- Juvenile fiction'};George+Vaizey;Love+Affairs;https://www.worldcat.org/search?q=George+Vaizey+Love+Affairs&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29374;The Gaunt Gray Wolf: A Tale of Adventure With Ungava Bob;Wallace, Dillon;1863.0;1939.0;1909.0;1909;['en'];33;{'Labrador (N.L.) -- Juvenile fiction'};Dillon+Wallace;Gaunt+Gray;https://www.worldcat.org/search?q=Dillon+Wallace+Gaunt+Gray&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41137;Dead Man's Love;Gallon, Tom;1866.0;1914.0;1911.0;1911;['en'];14;{'Escaped prisoners -- Fiction', 'England -- Fiction', 'Love stories', 'Mystery fiction'};Tom+Gallon;Dead+Love;https://www.worldcat.org/search?q=Tom+Gallon+Dead+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17263;The Astonishing History of Troy Town;Quiller-Couch, Arthur;1863.0;1944.0;1888.0;1888;['en'];19;{'Cornwall (England : County) -- Fiction'};Couch+Quiller;Astonishing+History;https://www.worldcat.org/search?q=Couch+Quiller+Astonishing+History&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14542;The Lonesome Trail and Other Stories;Bower, B. M.;1871.0;1940.0;1943.0;1916;['en'];25;{'Western stories', 'Fiction'};Bower;Lonesome+Trail;https://www.worldcat.org/search?q=Bower+Lonesome+Trail&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53088;Landseer's Dogs and Their Stories;Tytler, Sarah;1827.0;1914.0;1877.0;1877;['en'];21;{'Dogs -- Juvenile fiction'};Sarah+Tytler;Landseer+Dogs;https://www.worldcat.org/search?q=Sarah+Tytler+Landseer+Dogs&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3159;The Hermit of Far End;Pedler, Margaret;;1948.0;1919.0;1919;['en'];36;{'England -- Fiction'};Margaret+Pedler;Hermit;https://www.worldcat.org/search?q=Margaret+Pedler+Hermit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15989;The Fatal Glove;Augusta, Clara;1839.0;1905.0;1892.0;1892;['en'];15;{'Fiction'};Clara+Augusta;Fatal+Glove;https://www.worldcat.org/search?q=Clara+Augusta+Fatal+Glove&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20101;Under Fire;King, Charles;1844.0;1933.0;2013.0;1898;['en'];18;{'Frontier and pioneer life -- West (U.S.) -- Fiction', 'United States. Army -- Military life -- Fiction', 'Soldiers -- West (U.S.) -- Fiction', 'Western stories', 'West (U.S.) -- Social life and customs -- Fiction', 'Indians of North America -- Fiction'};Charles+King;Under+Fire;https://www.worldcat.org/search?q=Charles+King+Under+Fire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36497;The Happy Hypocrite: A Fairy Tale for Tired Men;Beerbohm, Max, Sir;1872.0;1956.0;1900.0;1900;['en'];71;{'Masks -- Fiction', 'Love stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Fantasy fiction'};Max+Beerbohm;Happy+Hypocrite;https://www.worldcat.org/search?q=Max+Beerbohm+Happy+Hypocrite&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5702;Masters of the Guild;Lamprey, Louise;1869.0;1951.0;1918.0;1918;['en'];9;{'Great Britain -- History -- Medieval period, 1066-1485 -- Juvenile fiction', 'Guilds -- Juvenile fiction', 'Middle Ages -- Juvenile fiction'};Louise+Lamprey;Masters+Guild;https://www.worldcat.org/search?q=Louise+Lamprey+Masters+Guild&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58987;The Untempered Wind;Wood, Joanna E. (Joanna Ellen);1867.0;1927.0;1894.0;1894;['en'];4;{'Single mothers -- Fiction', 'Ontario -- Fiction', 'Women -- Ontario -- Social conditions -- 19th century -- Fiction'};Joanna+Wood;Untempered+Wind;https://www.worldcat.org/search?q=Joanna+Wood+Untempered+Wind&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38108;Further Experiences of an Irish R.M.;Somerville, E. Oe. (Edith Oenone);1858.0;1949.0;2014.0;1914;['en'];32;{'Justices of the peace -- Fiction', 'British -- Ireland -- Fiction', 'Humorous stories, English', 'Ireland -- Social life and customs -- Fiction'};Somerville;Further+Experiences;https://www.worldcat.org/search?q=Somerville+Further+Experiences&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65939;Fortune's Fool;Sabatini, Rafael;1875.0;1950.0;1905.0;1905;['en'];70;{'Historical fiction', 'Great Britain -- History -- Restoration, 1660-1688 -- Fiction', 'Adventure stories', 'Abduction -- Fiction'};Rafael+Sabatini;Fortune+Fool;https://www.worldcat.org/search?q=Rafael+Sabatini+Fortune+Fool&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36232;The Shooting of Dan McGrew, A Novel. Based on the Famous Poem of Robert Service;Service, Robert W. (Robert William);1874.0;1958.0;1900.0;1900;['en'];13;{'Fiction'};Robert+Service;Shooting+McGrew;https://www.worldcat.org/search?q=Robert+Service+Shooting+McGrew&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45038;Perlycross: A Tale of the Western Hills;Blackmore, R. D. (Richard Doddridge);1825.0;1900.0;1890.0;1890;['en'];29;{'Detective and mystery stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Romance fiction', 'Devon (England) -- Fiction'};Blackmore;Perlycross+Tale;https://www.worldcat.org/search?q=Blackmore+Perlycross+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22273;"Bulldog And Butterfly: From ""Schwartz"" by David Christie Murray";Murray, David Christie;1847.0;1907.0;1800.0;1887;['en'];21;{'Fiction'};David+Murray;Bulldog+Butterfly;https://www.worldcat.org/search?q=David+Murray+Bulldog+Butterfly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1590;The Amazing Interlude;Rinehart, Mary Roberts;1876.0;1958.0;1918.0;1918;['en'];49;{'World War, 1914-1918 -- Fiction'};Mary+Rinehart;Amazing+Interlude;https://www.worldcat.org/search?q=Mary+Rinehart+Amazing+Interlude&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8681;The Face and the Mask;Barr, Robert;1850.0;1912.0;2003.0;1891;['en'];30;{'Short stories', 'Fiction'};Robert+Barr;Face+Mask;https://www.worldcat.org/search?q=Robert+Barr+Face+Mask&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7890;Blind Love;Collins, Wilkie;1824.0;1889.0;1890.0;1866;['en'];33;{'Suspense fiction', 'Secret societies -- Fiction', 'Ireland -- Fiction', 'Domestic fiction', 'Conspiracies -- Fiction', 'Married women -- Fiction'};Wilkie+Collins;Blind+Love;https://www.worldcat.org/search?q=Wilkie+Collins+Blind+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47721;Southern Hearts;Winterburn, Florence Hull;1858.0;;1900.0;1900;['en'];11;{'Short stories', 'Southern States -- Fiction'};Florence+Winterburn;Southern+Hearts;https://www.worldcat.org/search?q=Florence+Winterburn+Southern+Hearts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26526;Stingaree;Hornung, E. W. (Ernest William);1866.0;1921.0;1905.0;1905;['en'];21;{'England -- Social life and customs -- 20th century -- Fiction'};Hornung;Stingaree;https://www.worldcat.org/search?q=Hornung+Stingaree&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31007;The Girls and I: A Veracious History;Molesworth, Mrs.;1839.0;1921.0;1892.0;1892;['en'];13;{'Play -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Governesses -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Mothers and sons -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Diamond jewelry -- Juvenile fiction'};Mrs+Molesworth;Girls+Veracious;https://www.worldcat.org/search?q=Mrs+Molesworth+Girls+Veracious&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22713;With The Eyes Shut: 1898;Bellamy, Edward;1850.0;1898.0;2005.0;1884;['en'];24;{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories'};Edward+Bellamy;With+Eyes;https://www.worldcat.org/search?q=Edward+Bellamy+With+Eyes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13812;Sir Mortimer: A Novel;Johnston, Mary;1870.0;1936.0;1898.0;1898;['en'];12;{'Historical fiction', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction'};Mary+Johnston;Mortimer+Novel;https://www.worldcat.org/search?q=Mary+Johnston+Mortimer+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8711;The Living Link: A Novel;De Mille, James;1833.0;1880.0;1874.0;1874;['en'];4;{'Fiction'};James+Mille;Living+Link;https://www.worldcat.org/search?q=James+Mille+Living+Link&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
