id;title;author;gender;year-birth;year-death;year-worldcat;year-ref;language;translation;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG1018;The Water-Babies;Kingsley, Charles;;1819.0;1875.0;1900.0;1857;['en'];;412;{'Fairy tales -- England', 'Chimney sweeps -- Juvenile fiction'};Charles+Kingsley;Water+Babies;https://www.worldcat.org/search?q=Charles+Kingsley+Water+Babies&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21459;Dick Onslow Among the Redskins;Kingston, William Henry Giles;;1814.0;1880.0;1800.0;1857;['en'];;88;{'Adventure stories', 'Overland journeys to the Pacific -- Juvenile fiction', 'Indians of North America -- Juvenile fiction'};William+Kingston;Dick+Onslow;https://www.worldcat.org/search?q=William+Kingston+Dick+Onslow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24437;The Last Penny and Other Stories;Arthur, T. S. (Timothy Shay);;1809.0;1885.0;2007.0;1857;['en'];;18;{'Short stories', 'Conduct of life -- Juvenile fiction'};Arthur;Last+Penny;https://www.worldcat.org/search?q=Arthur+Last+Penny&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23073;Villegagnon: A Tale of the Huguenot Persecution;Kingston, William Henry Giles;;1814.0;1880.0;;1857;['en'];;31;{'Huguenots -- France -- Juvenile fiction'};William+Kingston;Villegagnon+Tale;https://www.worldcat.org/search?q=William+Kingston+Villegagnon+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33081;Sir Jasper Carew: His Life and Experience;Lever, Charles James;;1806.0;1872.0;1855.0;1855;['en'];;46;{'Fiction'};Charles+Lever;Jasper+Carew;https://www.worldcat.org/search?q=Charles+Lever+Jasper+Carew&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54510;"The Athelings; or, the Three Gifts. Vol. 1/3";Oliphant, Mrs. (Margaret);;1828.0;1897.0;1857.0;1857;['en'];;4;{'England -- Social life and customs -- 19th century -- Fiction', 'Families -- Fiction', 'Brothers and sisters -- Fiction'};Mrs+Oliphant;Athelings+Three;https://www.worldcat.org/search?q=Mrs+Oliphant+Athelings+Three&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21385;On the Banks of the Amazon;Kingston, William Henry Giles;;1814.0;1880.0;1943.0;1857;['en'];;9;{'Brazil -- Juvenile fiction', 'Amazon River -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Ecuador -- Juvenile fiction', 'Natural history -- Juvenile fiction'};William+Kingston;Banks+Amazon;https://www.worldcat.org/search?q=William+Kingston+Banks+Amazon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15328;The Lost Hunter: A Tale of Early Times;Adams, John Turvill;;1805.0;1882.0;2010.0;1854;['en'];;15;{'Indians of North America -- Fiction', 'Adventure stories', 'New England -- Fiction'};John+Adams;Lost+Hunter;https://www.worldcat.org/search?q=John+Adams+Lost+Hunter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23260;"The Two Whalers; Or, Adventures in the Pacific";Kingston, William Henry Giles;;1814.0;1880.0;1800.0;1857;['en'];;2;{'Whaling -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Whalers (Persons) -- Juvenile fiction', 'Sailors -- Juvenile fiction'};William+Kingston;Whalers+Adventures;https://www.worldcat.org/search?q=William+Kingston+Whalers+Adventures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6012;"Charlemont; Or, The Pride of the Village. a Tale of Kentucky";Simms, William Gilmore;;1806.0;1870.0;1856.0;1856;['en'];;14;{'Kentucky -- Fiction'};William+Simms;Charlemont+Pride;https://www.worldcat.org/search?q=William+Simms+Charlemont+Pride&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG452;Lavengro: The Scholar, the Gypsy, the Priest;Borrow, George;;1803.0;1881.0;1900.0;1852;['en'];;160;{'England -- Fiction', 'Romanies -- Fiction'};George+Borrow;Lavengro+Scholar;https://www.worldcat.org/search?q=George+Borrow+Lavengro+Scholar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18690;Queechy, Volume I;Warner, Susan;;1819.0;1885.0;1853.0;1853;['en'];;1;{'Grandfathers -- Juvenile fiction', 'Bildungsromans', 'Family -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'};Susan+Warner;Queechy;https://www.worldcat.org/search?q=Susan+Warner+Queechy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30585;A Diplomatic Adventure;Mitchell, S. Weir (Silas Weir);;1829.0;1914.0;1859.0;1859;['en'];;9;{'France -- Fiction', 'Historical fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction'};Weir+Mitchell;Diplomatic+Adventure;https://www.worldcat.org/search?q=Weir+Mitchell+Diplomatic+Adventure&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21713;The Young Trawler;Ballantyne, R. M. (Robert Michael);;1825.0;1894.0;1855.0;1855;['en'];;21;{'Rescues -- Juvenile fiction', 'Fishers -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Temperance -- Juvenile fiction', 'Sailors -- Juvenile fiction'};Ballantyne;Young+Trawler;https://www.worldcat.org/search?q=Ballantyne+Young+Trawler&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40114;Fashion and Famine;Stephens, Ann S. (Ann Sophia);;1810.0;1886.0;1854.0;1854;['en'];;25;{'Fiction'};Ann+Stephens;Fashion+Famine;https://www.worldcat.org/search?q=Ann+Stephens+Fashion+Famine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3718;George Walker at Suez;Trollope, Anthony;;1815.0;1882.0;1979.0;1858;['en'];;20;{'Short stories', 'British -- Egypt -- Fiction'};Anthony+Trollope;George+Walker;https://www.worldcat.org/search?q=Anthony+Trollope+George+Walker&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35851;An Old Story of My Farming Days Vol. 3 (of 3).: (Ut Mine Stromtid);Reuter, Fritz;;1810.0;1874.0;1878.0;1852;['en'];;10;{'Farm life -- Fiction'};Fritz+Reuter;Story+Farming;https://www.worldcat.org/search?q=Fritz+Reuter+Story+Farming&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4626;"Married Life; Its Shadows and Sunshine";Arthur, T. S. (Timothy Shay);;1809.0;1885.0;2008.0;1857;['en'];;12;{'Married people -- Fiction'};Arthur;Married+Life;https://www.worldcat.org/search?q=Arthur+Married+Life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8078;The Old Homestead;Stephens, Ann S. (Ann Sophia);;1810.0;1886.0;1855.0;1855;['en'];;6;{'Christian life -- Fiction', 'Farm life -- Fiction', 'New England -- Fiction'};Ann+Stephens;Homestead;https://www.worldcat.org/search?q=Ann+Stephens+Homestead&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3451;Marie Antoinette and Her Son;Mühlbach, L. (Luise);;1814.0;1873.0;1856.0;1856;['en'];;29;{'Louis XVII, of France, 1785-1795 -- Fiction', 'Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction', 'Historical fiction'};Mühlbach;Marie+Antoinette;https://www.worldcat.org/search?q=Mühlbach+Marie+Antoinette&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1289;Three Ghost Stories;Dickens, Charles;;1812.0;1870.0;2007.0;1851;['en'];;1383;{'English fiction', 'Ghost stories'};Charles+Dickens;Three+Ghost;https://www.worldcat.org/search?q=Charles+Dickens+Three+Ghost&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49850;The Tower of London: A Historical Romance, Illustrated;Ainsworth, William Harrison;;1805.0;1882.0;1800.0;1854;['en'];;36;{'London (England) -- Fiction', 'Tower of London (London, England) -- Fiction', 'Grey, Jane, Lady, 1537-1554 -- Fiction'};William+Ainsworth;Tower+London;https://www.worldcat.org/search?q=William+Ainsworth+Tower+London&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2866;Windsor Castle;Ainsworth, William Harrison;;1805.0;1882.0;1800.0;1854;['en'];;30;{'Biographical fiction', 'Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536 -- Fiction', 'Great Britain -- History -- Tudors, 1485-1603 -- Fiction', 'Queens -- Great Britain -- Fiction', 'Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction', 'Windsor Castle -- Fiction', 'Historical fiction'};William+Ainsworth;Windsor+Castle;https://www.worldcat.org/search?q=William+Ainsworth+Windsor+Castle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57854;What Norman Saw in the West;Olin, Julia M. (Julia Matilda);;1814.0;1879.0;1976.0;1856;['en'];;6;{'Christian life -- Juvenile fiction', 'United States -- Description and travel -- Juvenile fiction'};Julia+Olin;What+Norman;https://www.worldcat.org/search?q=Julia+Olin+What+Norman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42066;The Young Marooners on the Florida Coast;Goulding, F. R. (Francis Robert);;1810.0;1881.0;1853.0;1853;['en'];;24;{'Natural history -- Florida -- Juvenile fiction', 'Islands -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Castaways -- Juvenile fiction', 'Robinsonades', 'Florida -- Description and travel -- Juvenile fiction', 'Survival -- Juvenile fiction', 'Tampa Bay (Fla.) -- Juvenile fiction'};Goulding;Young+Marooners;https://www.worldcat.org/search?q=Goulding+Young+Marooners&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23071;The Rival Crusoes;Kingston, William Henry Giles;;1814.0;1880.0;1800.0;1857;['en'];;10;{'Shipwrecks -- Juvenile fiction', 'Robinsonades'};William+Kingston;Rival+Crusoes;https://www.worldcat.org/search?q=William+Kingston+Rival+Crusoes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6453;The Potiphar Papers;Curtis, George William;;1824.0;1892.0;1853.0;1853;['en'];;27;{'United States -- Social life and customs -- 19th century -- Fiction', 'Satire'};George+Curtis;Potiphar+Papers;https://www.worldcat.org/search?q=George+Curtis+Potiphar+Papers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30050;Tales From Catland, for Little Kittens;Grimalkin, Tabitha;;;;1851.0;1851;['en'];;9;{'Cats -- Juvenile fiction'};Tabitha+Grimalkin;Tales+From;https://www.worldcat.org/search?q=Tabitha+Grimalkin+Tales+From&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1416;Mrs. Lirriper's Lodgings;Dickens, Charles;;1812.0;1870.0;1859.0;1859;['en'];;30;{'Boardinghouses -- Fiction', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'Widows -- Fiction'};Charles+Dickens;Lirriper+Lodgings;https://www.worldcat.org/search?q=Charles+Dickens+Lirriper+Lodgings&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13878;"The English Orphans; Or, A Home in the New World";Holmes, Mary Jane;;1825.0;1907.0;1855.0;1855;['en'];;20;{'Orphans -- Fiction'};Mary+Holmes;English+Orphans;https://www.worldcat.org/search?q=Mary+Holmes+English+Orphans&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66122;The Scottish Cavalier: An Historical Romance, Volume 3 (of 3);Grant, James;;1822.0;1887.0;1850.0;1850;['en'];;40;{'Scotland -- History -- 1649-1660 -- Fiction'};James+Grant;Scottish+Cavalier;https://www.worldcat.org/search?q=James+Grant+Scottish+Cavalier&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24937;Mike Marble: His Crotchets and Oddities.;Woodworth, Francis C. (Francis Channing);;1812.0;1859.0;1852.0;1852;['en'];;6;{'Country life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'};Francis+Woodworth;Mike+Marble;https://www.worldcat.org/search?q=Francis+Woodworth+Mike+Marble&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21481;True Blue;Kingston, William Henry Giles;;1814.0;1880.0;2006.0;1857;['en'];;107;{'Seafaring life -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Great Britain. Royal Navy -- Juvenile fiction', 'Sea stories'};William+Kingston;True+Blue;https://www.worldcat.org/search?q=William+Kingston+True+Blue&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3067;Hard Cash;Reade, Charles;;1814.0;1884.0;1800.0;1859;['en'];;40;{'English fiction -- 19th century'};Charles+Reade;Hard+Cash;https://www.worldcat.org/search?q=Charles+Reade+Hard+Cash&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2533;Round the Sofa;Gaskell, Elizabeth Cleghorn;;1810.0;1865.0;1859.0;1859;['en'];;34;{'England -- Social life and customs -- 19th century -- Fiction'};Elizabeth+Gaskell;Round+Sofa;https://www.worldcat.org/search?q=Elizabeth+Gaskell+Round+Sofa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG325;Phantastes: A Faerie Romance for Men and Women;MacDonald, George;;1824.0;1905.0;1858.0;1858;['en'];;661;{'Fantasy fiction'};George+MacDonald;Phantastes+Faerie;https://www.worldcat.org/search?q=George+MacDonald+Phantastes+Faerie&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51815;Henry Smeaton: A Jacobite Story of the Reign of George the First.;James, G. P. R. (George Payne Rainsford);;;1860.0;1851.0;1851;['en'];;2;{'Jacobite Rebellion, 1715 -- Fiction'};James;Henry+Smeaton;https://www.worldcat.org/search?q=James+Henry+Smeaton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41247;Ten Thousand a-Year. Volume 3.;Warren, Samuel;;1807.0;1877.0;2008.0;1852;['en'];;7;{'Fiction'};Samuel+Warren;Thousand+Year;https://www.worldcat.org/search?q=Samuel+Warren+Thousand+Year&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48482;A Life for a Life, Volume 2 (of 3);Craik, Dinah Maria Mulock;;1826.0;1887.0;1859.0;1859;['en'];;25;{'Fiction'};Dinah+Craik;Life+Life;https://www.worldcat.org/search?q=Dinah+Craik+Life+Life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9242;"Old Ticonderoga, a Picture of the Past: (From: ""The Snow Image and Other Twice-Told Tales"")";Hawthorne, Nathaniel;;1804.0;1864.0;1851.0;1851;['en'];;9;{'Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American'};Nathaniel+Hawthorne;Ticonderoga+Picture;https://www.worldcat.org/search?q=Nathaniel+Hawthorne+Ticonderoga+Picture&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19915;Slovenly Betsy;Hoffmann, Heinrich;;1809.0;1894.0;1852.0;1852;['en'];;121;"{""Children's stories, German -- Translations into English"", 'Behavior -- Fiction', 'Stories in rhyme'}";Heinrich+Hoffmann;Slovenly+Betsy;https://www.worldcat.org/search?q=Heinrich+Hoffmann+Slovenly+Betsy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36759;"Daisy; or, The Fairy Spectacles";Guild, C. S. (Caroline Snowden);;1827.0;1898.0;1856.0;1856;['en'];;4;{'Children and death -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Allegories', 'Children -- Conduct of life -- Juvenile fiction', 'Wisdom -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Kindness -- Juvenile fiction'};Guild;Daisy+Fairy;https://www.worldcat.org/search?q=Guild+Daisy+Fairy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21712;The Young Fur Traders;Ballantyne, R. M. (Robert Michael);;1825.0;1894.0;1856.0;1856;['en'];;40;{'Indians of North America -- Juvenile fiction', 'Northwest, Canadian -- Juvenile fiction', 'Fur traders -- Juvenile fiction'};Ballantyne;Young+Traders;https://www.worldcat.org/search?q=Ballantyne+Young+Traders&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20075;Frank Fairlegh: Scenes from the Life of a Private Pupil;Smedley, Frank E. (Frank Edward);;1818.0;1864.0;1800.0;1851;['en'];;37;{'Horsemen and horsewomen -- Juvenile fiction', 'Boys -- England -- Juvenile fiction', 'Upper class -- England -- Juvenile fiction'};Frank+Smedley;Frank+Fairlegh;https://www.worldcat.org/search?q=Frank+Smedley+Frank+Fairlegh&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32761;Caxton's Book: A Collection of Essays, Poems, Tales, and Sketches.;Rhodes, W. H. (William Henry);;1822.0;1876.0;1480.0;1859;['en'];;17;{'Science fiction'};Rhodes;Caxton+Book;https://www.worldcat.org/search?q=Rhodes+Caxton+Book&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5436;Hyperion;Longfellow, Henry Wadsworth;;1807.0;1882.0;1853.0;1853;['en'];;49;{'Europe -- Fiction'};Henry+Longfellow;Hyperion;https://www.worldcat.org/search?q=Henry+Longfellow+Hyperion&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15684;The Summer Holidays: A Story for Children;Amerel;;;;1850.0;1850;['en'];;11;"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories, American"", 'Family -- Juvenile fiction', 'Domestic animals -- Juvenile fiction', 'Uncles -- Juvenile fiction'}";Amerel;Summer+Holidays;https://www.worldcat.org/search?q=Amerel+Summer+Holidays&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24268;The Desert Home: The Adventures of a Lost Family in the Wilderness;Reid, Mayne;;1818.0;1883.0;1852.0;1852;['en'];;32;{'Frontier and pioneer life -- Juvenile fiction', 'Deserts -- Juvenile fiction', 'Family -- Juvenile fiction', 'West (U.S.) -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Wilderness survival -- Juvenile fiction', 'Rocky Mountains -- Juvenile fiction', 'Natural history -- Juvenile fiction'};Mayne+Reid;Desert+Home;https://www.worldcat.org/search?q=Mayne+Reid+Desert+Home&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26001;The Bertrams;Trollope, Anthony;;1815.0;1882.0;1859.0;1859;['en'];;29;{'England -- Fiction', 'Love stories', 'Scholars -- Fiction'};Anthony+Trollope;Bertrams;https://www.worldcat.org/search?q=Anthony+Trollope+Bertrams&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38661;A Walk and a Drive.;Miller, Thomas;;1807.0;1874.0;2014.0;1850;['en'];;11;{'Children -- Conduct of life -- Juvenile fiction', 'Fathers and daughters -- Juvenile fiction', 'Invalids -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Natural history -- France -- Juvenile fiction', 'Landscapes -- France -- Juvenile fiction'};Thomas+Miller;Walk+Drive;https://www.worldcat.org/search?q=Thomas+Miller+Walk+Drive&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44306;A Noble Queen: A Romance of Indian History (Volume 1 of 3);Taylor, Meadows;;1808.0;1876.0;1878.0;1852;['en'];;11;{'Chand Bibi, sultana, -1600 -- Fiction', 'Queens -- India -- Fiction'};Meadows+Taylor;Noble+Queen;https://www.worldcat.org/search?q=Meadows+Taylor+Noble+Queen&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24160;The Basket of Flowers;Schmid, Christoph von;;1768.0;1854.0;1853.0;1853;['en'];;64;"{""Children's stories, German -- Translations into English"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}";Christoph+Schmid;Basket+Flowers;https://www.worldcat.org/search?q=Christoph+Schmid+Basket+Flowers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4630;The Home Mission;Arthur, T. S. (Timothy Shay);;1809.0;1885.0;2007.0;1857;['en'];;5;{'Didactic fiction', 'Family life -- Fiction', 'Marriage -- Fiction'};Arthur;Home+Mission;https://www.worldcat.org/search?q=Arthur+Home+Mission&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58101;Ragged Homes and How to Mend Them;Bayly, Mrs. (Mary);;;;1859.0;1859;['en'];;11;{'Poor -- Great Britain -- Juvenile fiction'};Mrs+Bayly;Ragged+Homes;https://www.worldcat.org/search?q=Mrs+Bayly+Ragged+Homes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3616;"The O'Conors of Castle Conor, County Mayo: From ""Tales from All Countries""";Trollope, Anthony;;1815.0;1882.0;1921.0;1858;['en'];;6;{'Short stories', 'British -- Ireland -- Fiction'};Anthony+Trollope;Conors+Castle;https://www.worldcat.org/search?q=Anthony+Trollope+Conors+Castle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50964;Leonora D'Orco: A Historical Romance;James, G. P. R. (George Payne Rainsford);;1799.0;1860.0;1800.0;1857;['en'];;3;{'Italy -- History -- 1492-1559 -- Fiction'};James;Leonora+Orco;https://www.worldcat.org/search?q=James+Leonora+Orco&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7893;Hide and Seek;Collins, Wilkie;;1824.0;1889.0;1856.0;1856;['en'];;86;{'Young men -- Fiction', 'Father figures -- Fiction', 'Psychological fiction', 'Deaf women -- Fiction', 'Painters -- Fiction'};Wilkie+Collins;Hide+Seek;https://www.worldcat.org/search?q=Wilkie+Collins+Hide+Seek&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43473;"The Trappers of Arkansas; or, The Loyal Heart";Aimard, Gustave;;1818.0;1883.0;1859.0;1859;['en'];;23;{'Western stories', 'Arkansas -- Fiction', 'Trappers -- Fiction', 'Frontier and pioneer life -- West (U.S.) -- Fiction'};Gustave+Aimard;Trappers+Arkansas;https://www.worldcat.org/search?q=Gustave+Aimard+Trappers+Arkansas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36160;Rachel Gray: A Tale Founded on Fact;Kavanagh, Julia;;1824.0;1877.0;1856.0;1856;['en'];;6;{'London (England) -- Fiction', 'Christian life -- Fiction', 'Poor -- Fiction'};Julia+Kavanagh;Rachel+Gray;https://www.worldcat.org/search?q=Julia+Kavanagh+Rachel+Gray&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG580;The Pickwick Papers;Dickens, Charles;;1812.0;1870.0;1800.0;1851;['en'];;1966;{'England -- Fiction', 'Humorous stories', 'Men -- Societies and clubs -- Fiction', 'Male friendship -- Fiction'};Charles+Dickens;Pickwick+Papers;https://www.worldcat.org/search?q=Charles+Dickens+Pickwick+Papers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
