id;title;author;gender;year-birth;year-death;year-worldcat;year-ref;language;translation;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG38995;The Sheep and Lamb;Miller, Thomas;;1807.0;1874.0;2014.0;1850;['en'];;14;{'Pets -- Juvenile fiction', 'Slaughtering and slaughter-houses -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Benevolence -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Sheep -- Juvenile fiction', 'Ducks -- Juvenile fiction'};Thomas+Miller;Sheep+Lamb;https://www.worldcat.org/search?q=Thomas+Miller+Sheep+Lamb&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54010;The Younger Sister: A Novel, Vol. I.;Hubback, Mrs. (Catherine-Anne Austen);;1818.0;1877.0;1850.0;1850;['en'];;7;{'Sisters -- Fiction', 'Children of clergy -- Fiction', 'Mate selection -- Fiction', 'Courtship -- Fiction', 'England -- Fiction', 'Love stories', 'Motherless families -- Fiction', 'Young women -- Fiction'};Mrs+Hubback;Younger+Sister;https://www.worldcat.org/search?q=Mrs+Hubback+Younger+Sister&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23383;Archibald Hughson: An Arctic Story;Kingston, William Henry Giles;;1814.0;1880.0;1800.0;1857;['en'];;15;{'Whaling -- Juvenile fiction', 'Runaway children -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Greenland -- Juvenile fiction'};William+Kingston;Archibald+Hughson;https://www.worldcat.org/search?q=William+Kingston+Archibald+Hughson&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3996;An Attic Philosopher in Paris — Volume 1;Souvestre, Émile;;1806.0;1854.0;1853.0;1853;['en'];;1;{'Paris (France) -- Fiction'};Émile+Souvestre;Attic+Philosopher;https://www.worldcat.org/search?q=Émile+Souvestre+Attic+Philosopher&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7664;What Will He Do with It? — Volume 06;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1850.0;1850;['en'];;1;{'English fiction -- 19th century'};Edward+Lytton;What+Will;https://www.worldcat.org/search?q=Edward+Lytton+What+Will&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11441;The Solitary of Juan Fernandez, or the Real Robinson Crusoe;Saintine, X.-B. (Xavier-Boniface);;1798.0;1865.0;1851.0;1851;['en'];;11;{'Shipwreck victims -- Fiction', 'Selkirk, Alexander, 1676-1721 -- Fiction'};Saintine;Solitary+Juan;https://www.worldcat.org/search?q=Saintine+Solitary+Juan&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49681;The Constable De Bourbon;Ainsworth, William Harrison;;1805.0;1882.0;1800.0;1854;['en'];;23;{'Bourbon, Charles, duc de, 1490-1527 -- Fiction'};William+Ainsworth;Constable+Bourbon;https://www.worldcat.org/search?q=William+Ainsworth+Constable+Bourbon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30247;Mabel's Mistake;Stephens, Ann S. (Ann Sophia);;1810.0;1886.0;1859.0;1859;['en'];;18;{'Fiction'};Ann+Stephens;Mabel+Mistake;https://www.worldcat.org/search?q=Ann+Stephens+Mabel+Mistake&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32061;"The Daltons; Or, Three Roads In Life. Volume I (of II)";Lever, Charles James;;1806.0;1872.0;1852.0;1852;['en'];;18;{'English fiction -- 19th century'};Charles+Lever;Daltons+Three;https://www.worldcat.org/search?q=Charles+Lever+Daltons+Three&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3803;File No. 113;Gaboriau, Emile;;1832.0;1873.0;1900.0;1862;['en'];;53;{'Detectives -- Fiction', 'Bank robberies -- Fiction', 'France -- Fiction', 'Detective and mystery stories', 'Family secrets -- Fiction', 'Mystery fiction', 'Bankers -- Fiction', 'Deception -- Fiction'};Emile+Gaboriau;File;https://www.worldcat.org/search?q=Emile+Gaboriau+File&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35784;Gwen Wynn: A Romance of the Wye;Reid, Mayne;;1818.0;1883.0;1800.0;1860;['en'];;40;{'Suicide -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Abduction -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Murder -- Juvenile fiction', 'Heroes -- Juvenile fiction', 'Kidnapping victims -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Jealousy -- Juvenile fiction', 'Strangers -- Juvenile fiction'};Mayne+Reid;Gwen+Wynn;https://www.worldcat.org/search?q=Mayne+Reid+Gwen+Wynn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6376;"Self-Raised; Or, From the Depths";Southworth, Emma Dorothy Eliza Nevitte;;1819.0;1899.0;1800.0;1869;['en'];;17;{'Fiction'};Emma+Southworth;Self+Raised;https://www.worldcat.org/search?q=Emma+Southworth+Self+Raised&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26156;Hopes and Fears: or, scenes from the life of a spinster;Yonge, Charlotte M. (Charlotte Mary);;1823.0;1901.0;1860.0;1860;['en'];;20;{'England -- Social conditions -- 19th century -- Fiction', 'Single women -- Fiction'};Charlotte+Yonge;Hopes+Fears;https://www.worldcat.org/search?q=Charlotte+Yonge+Hopes+Fears&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39401;The Frontiersmen;Aimard, Gustave;;1818.0;1883.0;1800.0;1860;['en'];;11;{'Frontier and pioneer life -- New York (State) -- Fiction', 'Iroquois Indians -- Fiction', 'Indians of North America -- New York (State) -- Fiction'};Gustave+Aimard;Frontiersmen;https://www.worldcat.org/search?q=Gustave+Aimard+Frontiersmen&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15859;The Piazza Tales;Melville, Herman;;1819.0;1891.0;1984.0;1865;['en'];;1132;{'Short stories', 'Manners and customs -- Fiction'};Herman+Melville;Piazza+Tales;https://www.worldcat.org/search?q=Herman+Melville+Piazza+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65773;Playing with Fire: A Story of the Soudan War;Grant, James;;1822.0;1887.0;2014.0;1864;['en'];;36;{'Sudan -- Fiction'};James+Grant;Playing+with;https://www.worldcat.org/search?q=James+Grant+Playing+with&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44380;The Buccaneer Chief: A Romance of the Spanish Main;Aimard, Gustave;;1818.0;1883.0;1860.0;1860;['en'];;12;{'Buccaneers -- Fiction'};Gustave+Aimard;Buccaneer+Chief;https://www.worldcat.org/search?q=Gustave+Aimard+Buccaneer+Chief&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23505;Freaks on the Fells: Three Months' Rustication;Ballantyne, R. M. (Robert Michael);;1825.0;1894.0;1865.0;1865;['en'];;16;{'Vacations -- Juvenile fiction', 'Family -- Juvenile fiction', 'Scotland -- Juvenile fiction'};Ballantyne;Freaks+Fells;https://www.worldcat.org/search?q=Ballantyne+Freaks+Fells&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58517;Kissing the Rod: A Novel. (Vol. 1 of 3);Yates, Edmund;;1831.0;1894.0;1866.0;1866;['en'];;6;{'England -- Fiction'};Edmund+Yates;Kissing+Novel;https://www.worldcat.org/search?q=Edmund+Yates+Kissing+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31823;The Orpheus C. Kerr Papers, Series 3;Newell, R. H. (Robert Henry);;1836.0;1901.0;1862.0;1862;['en'];;25;{'United States -- History -- Civil War, 1861-1865 -- Fiction'};Newell;Orpheus+Kerr;https://www.worldcat.org/search?q=Newell+Orpheus+Kerr&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46586;Alice Wilde: The Raftsman's Daughter. A Forest Romance;Victor, Metta Victoria Fuller;;1831.0;1885.0;1860.0;1860;['en'];;19;{'Sawmills -- Michigan -- Fiction', 'Young men -- New York (State) -- New York -- Fiction', 'Logging -- Fiction', 'Love stories'};Metta+Victor;Alice+Wilde;https://www.worldcat.org/search?q=Metta+Victor+Alice+Wilde&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16004;"The Evil Eye; Or, The Black Spector: The Works of William Carleton, Volume One";Carleton, William;;1794.0;1869.0;1860.0;1860;['en'];;19;{'Ireland -- Social life and customs -- Fiction'};William+Carleton;Evil+Black;https://www.worldcat.org/search?q=William+Carleton+Evil+Black&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45402;The Insurgent Chief;Aimard, Gustave;;1818.0;1883.0;1800.0;1860;['en'];;29;{'Fiction'};Gustave+Aimard;Insurgent+Chief;https://www.worldcat.org/search?q=Gustave+Aimard+Insurgent+Chief&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58762;The New-Year's Bargain;Coolidge, Susan;;1835.0;1905.0;1872.0;1872;['en'];;25;"{'Housekeepers -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Grandfathers -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', ""Children's stories"", 'Bears -- Juvenile fiction', 'Christmas -- Juvenile fiction'}";Susan+Coolidge;Year+Bargain;https://www.worldcat.org/search?q=Susan+Coolidge+Year+Bargain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG234;Child Christopher and Goldilind the Fair;Morris, William;;1834.0;1896.0;2012.0;1875;['en'];;42;{'Fantasy fiction'};William+Morris;Child+Christopher;https://www.worldcat.org/search?q=William+Morris+Child+Christopher&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61715;Captain John Crane, 1800-1815;Knox, Thomas Wallace;;1835.0;1896.0;1942.0;1876;['en'];;6;{'United States -- History -- War of 1812 -- Fiction'};Thomas+Knox;Captain+John;https://www.worldcat.org/search?q=Thomas+Knox+Captain+John&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49207;"Anno Domini 2000; or, Woman's Destiny";Vogel, Julius, Sir;;1835.0;1899.0;1642.0;1877;['en'];;12;{'Utopias -- Fiction', 'Utopian fiction', 'Two thousand, A.D. -- Fiction', 'Women -- Fiction', 'Feminist fiction', 'New Zealand -- Fiction'};Julius+Vogel;Anno+Domini;https://www.worldcat.org/search?q=Julius+Vogel+Anno+Domini&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24103;Cousin Henry;Trollope, Anthony;;1815.0;1882.0;1879.0;1879;['en'];;24;{'Inheritance and succession -- Fiction', 'Wales -- Fiction', 'Domestic fiction'};Anthony+Trollope;Cousin+Henry;https://www.worldcat.org/search?q=Anthony+Trollope+Cousin+Henry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23766;Out in the Forty-Five: Duncan Keith's Vow;Holt, Emily Sarah;;1836.0;1893.0;2011.0;1874;['en'];;13;{'Jacobite Rebellion, 1745-1746 -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'};Emily+Holt;Forty+Five;https://www.worldcat.org/search?q=Emily+Holt+Forty+Five&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20436;Sunshine Factory;Pansy;;1841.0;1930.0;1878.0;1878;['en'];;6;"{""Children's stories"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}";Pansy;Sunshine+Factory;https://www.worldcat.org/search?q=Pansy+Sunshine+Factory&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23493;Under the Waves: Diving in Deep Waters;Ballantyne, R. M. (Robert Michael);;1825.0;1894.0;2014.0;1870;['en'];;18;{'Voyages and travels -- Juvenile fiction', 'Deep diving -- Juvenile fiction', 'Pirates -- Juvenile fiction', 'China Sea -- Juvenile fiction'};Ballantyne;Under+Waves;https://www.worldcat.org/search?q=Ballantyne+Under+Waves&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62298;The Impending Sword: A Novel (Vol. 3 of 3);Yates, Edmund;;1831.0;1894.0;1874.0;1874;['en'];;5;{'Fiction'};Edmund+Yates;Impending+Sword;https://www.worldcat.org/search?q=Edmund+Yates+Impending+Sword&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39552;Mortomley's Estate: A Novel. Vol. 2 (of 3);Riddell, J. H., Mrs.;;1832.0;1906.0;1870.0;1870;['en'];;4;{'England -- Fiction', 'Bankruptcy -- Fiction'};Mrs+Riddell;Mortomley+Estate;https://www.worldcat.org/search?q=Mrs+Riddell+Mortomley+Estate&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32972;Round the World in Eighty Days;Verne, Jules;;1828.0;1905.0;2000.0;1876;['en'];1.0;24;{'Adventure stories', 'Voyages around the world -- Fiction'};Jules+Verne;Round+World;https://www.worldcat.org/search?q=Jules+Verne+Round+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59759;The Executor: Blackwood's Edinburgh Magazine vol. LXXXIX;Oliphant, Mrs. (Margaret);;1828.0;1897.0;;1872;['en'];;32;{'Lawyers -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Inheritance and succession -- Fiction'};Mrs+Oliphant;Executor+Blackwood;https://www.worldcat.org/search?q=Mrs+Oliphant+Executor+Blackwood&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7746;The Parisians — Volume 10;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1872.0;1872;['en'];;4;{'English fiction -- 19th century', 'Paris (France) -- Social life and customs -- 19th century -- Fiction'};Edward+Lytton;Parisians;https://www.worldcat.org/search?q=Edward+Lytton+Parisians&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25164;The Flag of Distress: A Story of the South Sea;Reid, Mayne;;1818.0;1883.0;1876.0;1876;['en'];;24;{'Mutiny -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Christian life -- Juvenile fiction'};Mayne+Reid;Flag+Distress;https://www.worldcat.org/search?q=Mayne+Reid+Flag+Distress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46443;Rogues and Vagabonds;Sims, George R.;;1847.0;1922.0;1885.0;1885;['en'];;223;{'London (England) -- Fiction', 'Criminals -- Fiction'};George+Sims;Rogues+Vagabonds;https://www.worldcat.org/search?q=George+Sims+Rogues+Vagabonds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2692;A Protegee of Jack Hamlin's, and Other Stories;Harte, Bret;;1836.0;1902.0;1882.0;1882;['en'];;12;{'Western stories', 'Short stories', 'American fiction -- 19th century'};Bret+Harte;Protegee+Jack;https://www.worldcat.org/search?q=Bret+Harte+Protegee+Jack&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60751;"Baboe Dalima; or, The Opium Fiend";Perelaer, M. T. H. (Michael Theophile Hubert);;1831.0;1901.0;1880.0;1880;['en'];;18;{'Java (Indonesia) -- History -- 19th century -- Fiction', 'Opium abuse -- Fiction', 'Opium trade -- Indonesia -- Fiction'};Perelaer;Baboe+Dalima;https://www.worldcat.org/search?q=Perelaer+Baboe+Dalima&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63360;"Buffalo Bill Among the Sioux; Or, The Fight in the Rapids";Ingraham, Prentiss;;1843.0;1904.0;1906.0;1884;['en'];;13;{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'};Prentiss+Ingraham;Buffalo+Bill;https://www.worldcat.org/search?q=Prentiss+Ingraham+Buffalo+Bill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5582;The Burgomaster's Wife — Volume 05;Ebers, Georg;;1837.0;1898.0;1880.0;1880;['en'];;2;"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'German fiction -- Translations into English'}";Georg+Ebers;Burgomaster+Wife;https://www.worldcat.org/search?q=Georg+Ebers+Burgomaster+Wife&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4366;Can Such Things Be?;Bierce, Ambrose;;1842.0;1913.0;1966.0;1888;['en'];;200;{'Short stories, American', 'Paranormal fiction'};Ambrose+Bierce;Such+Things;https://www.worldcat.org/search?q=Ambrose+Bierce+Such+Things&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63385;Alone on a Wide Wide Sea, Vol. 1 (of 3);Russell, William Clark;;1844.0;1911.0;2006.0;1888;['en'];;12;{'English fiction -- 19th century', 'Sea stories'};William+Russell;Alone+Wide;https://www.worldcat.org/search?q=William+Russell+Alone+Wide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6058;Bricks Without Straw: A Novel;Tourgée, Albion Winegar;;1838.0;1905.0;1880.0;1880;['en'];;5;{'Reconstruction (U.S. history, 1865-1877) -- Fiction', 'Southern States -- Fiction', 'African Americans -- Southern States -- Fiction', 'Historical fiction', 'Freedmen -- Southern States -- Fiction'};Albion+Tourgée;Bricks+Without;https://www.worldcat.org/search?q=Albion+Tourgée+Bricks+Without&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63705;"Buffalo Bill's Bold Play; Or, The Tiger of the Hills";Ingraham, Prentiss;;1843.0;1904.0;1906.0;1884;['en'];;9;{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'};Prentiss+Ingraham;Buffalo+Bill;https://www.worldcat.org/search?q=Prentiss+Ingraham+Buffalo+Bill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17800;Wych Hazel;Warner, Anna Bartlett;;1824.0;1915.0;1800.0;1880;['en'];;8;{'Guardian and ward -- Fiction'};Anna+Warner;Wych+Hazel;https://www.worldcat.org/search?q=Anna+Warner+Wych+Hazel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42756;An Isle of Surrey: A Novel;Dowling, Richard;;1846.0;1898.0;1889.0;1889;['en'];;9;{'England -- Fiction'};Richard+Dowling;Isle+Surrey;https://www.worldcat.org/search?q=Richard+Dowling+Isle+Surrey&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG52194;"Bob Burton; or, The Young Ranchman of the Missouri";Alger, Horatio, Jr.;;1832.0;1899.0;1888.0;1888;['en'];;20;{'Ranches -- Juvenile fiction', 'Bildungsromans', 'Young men -- Conduct of life -- Juvenile fiction', 'Extortion -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Middle West -- Juvenile fiction', 'Conspiracies -- Juvenile fiction', 'Families -- Juvenile fiction', 'Real estate agents -- Juvenile fiction'};Horatio+Alger;Burton+Young;https://www.worldcat.org/search?q=Horatio+Alger+Burton+Young&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG344;The Merry Men, and Other Tales and Fables;Stevenson, Robert Louis;;1850.0;1894.0;1895.0;1882;['en'];;215;{'Great Britain -- History -- 19th century -- Fiction', 'Treasure troves -- Fiction', 'Paranormal fiction', 'Boys -- Fiction'};Robert+Stevenson;Merry+Other;https://www.worldcat.org/search?q=Robert+Stevenson+Merry+Other&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
